Cidade,Ano,Esporte,Modalidade,Event,Atleta,Sexo,Pais,Medalha,pais_iso3,pais_corrigido,Pais_limpo
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"VAZQUEZ, Antonio",Men,Spain,Ouro,ESP,Spain,Spain
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"WANG, Xiaozhu",Women,China,Prata,CHN,China,China
Barcelona,1992,Tiro com Arco,Tiro com Arco,individual (FITA Olympic round - 70m),"TERRY, Simon",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Tiro com Arco,Tiro com Arco,individual (FITA Olympic round - 70m),"KIM, Soo-Nyung",Women,"Korea, Republic of",Prata,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"KIM, Soo-Nyung",Women,"Korea, Republic of",Ouro,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"KVRIVICHVILI, Khatouna",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"CHO, Youn-Jeong",Women,"Korea, Republic of",Ouro,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"TERRY, Simon",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"HALLARD, Steven",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Tiro com Arco,Tiro com Arco,individual (FITA Olympic round - 70m),"VALEEVA, Natalia",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"MENENDEZ VALLIN, Alfonso",Men,Spain,Ouro,ESP,Spain,Spain
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"FALCK, Ismo Kalevi",Men,Finland,Prata,FIN,Finland,Finland
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"PRIESTMAN, Richard John",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"POIKOLAINEN, Tomi",Men,Finland,Prata,FIN,Finland,Finland
Barcelona,1992,Tiro com Arco,Tiro com Arco,team (FITA Olympic round - 70m),"MA, Xiangjun",Women,China,Prata,CHN,China,China
Barcelona,1992,Atletismo,Atletismo,400m Rasos,"WATTS, Quincy",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"BURRELL, Leroy",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,discus throw,"KHRISTOVA, Tzvetanka Pavlova",Women,Bulgaria,Prata,BGR,Bulgaria,Bulgaria
Barcelona,1992,Atletismo,Atletismo,5000m,"BITOK, Paul",Men,Kenya,Prata,KEN,Kenya,Kenya
Barcelona,1992,Atletismo,Atletismo,110m hurdles,"DEES, Tony",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"HILL, Denean",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,hammer throw,"NIKOULINE, Igor",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,20km walk,"LEBLANC, Guillaume",Men,Canada,Prata,CAN,Canada,Canada
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"EZINWA, Osmond",Men,Nigeria,Prata,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"MALTCHOUGUINA, Galina",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,10000m walk,"LI, Chunxiu",Women,China,Bronze,CHN,China,China
Barcelona,1992,Atletismo,Atletismo,triple jump,"CONLEY, Mike",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,20km walk,"PLAZA MONTERO, Daniel",Men,Spain,Ouro,ESP,Spain,Spain
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"JENKINS, Charles L.",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,400m hurdles,"AKABUSI, Kriss Kezie Uche",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"WATTS, Quincy",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,high jump,"PARTYKA, Artur",Men,Poland,Bronze,POL,Poland,Poland
Barcelona,1992,Atletismo,Atletismo,3000m steeplechase,"BIRIR, Mathew",Men,Kenya,Ouro,KEN,Kenya,Kenya
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"UTONDU, Beatrice",Women,Nigeria,Bronze,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"ISASI, Joel",Men,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,20km walk,"DE BENEDICTIS, Giovanni",Men,Italy,Bronze,ITA,Italy,Italy
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"TELLEZ, Norberto",Men,Cuba,Prata,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,400m hurdles,"FARMER-PATRICK, Sandra",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,pole vault,"TRANDENKOV, Igor",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,400m Rasos,"KITUR, Samson",Men,Kenya,Bronze,KEN,Kenya,Kenya
Barcelona,1992,Atletismo,Atletismo,400m hurdles,"VICKERS, Janeene",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,1500m,"QU, Yunxia",Women,China,Bronze,CHN,China,China
Barcelona,1992,Atletismo,Atletismo,1500m,"BOULMERKA, Hassiba",Women,Algeria,Ouro,DZA,Algeria,Algeria
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"BOGOSLOVSKAYA, Olga",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,800m Rasos,"KIPROTICH, Nixon",Men,Kenya,Prata,KEN,Kenya,Kenya
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"GUIDRY-WHITE, Carlette D.",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,heptathlon,"JOYNER-KERSEE, Jackie",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,10000m walk,"NIKOLAYEVA, Yelena",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,marathon,"ARIMORI, Yuko",Women,Japan,Prata,JPN,Japan,Japan
Barcelona,1992,Atletismo,Atletismo,1500m,"EL BASIR, Rachid",Men,Morocco,Prata,MAR,Morocco,Morocco
Barcelona,1992,Atletismo,Atletismo,high jump,"HENKEL, Heike",Women,Germany,Ouro,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,shot put,"HUANG, Zhihong",Women,China,Prata,CHN,China,China
Barcelona,1992,Atletismo,Atletismo,javelin throw,"RATY, Seppo Henrik",Men,Finland,Prata,FIN,Finland,Finland
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"DOUGLAS, Sandra Marie",Women,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,10000m,"SKAH, Khalid",Men,Morocco,Ouro,MAR,Morocco,Morocco
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"JOHNSON, Michael",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,marathon,"MORISHITA, Koichi",Men,Japan,Prata,JPN,Japan,Japan
Barcelona,1992,Atletismo,Atletismo,high jump,"QUINTERO, Joanet",Women,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"JETT, James",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,100m Rasos,"PRIVALOVA, Irina",Women,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,10000m,"CHELIMO, Richard",Men,Kenya,Prata,KEN,Kenya,Kenya
Barcelona,1992,Atletismo,Atletismo,800m Rasos,"TANUI, William",Men,Kenya,Ouro,KEN,Kenya,Kenya
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"GUNNELL, Sally Janet Jane",Women,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,800m Rasos,"NURUTDINOVA, Lilia",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"DJIGALOVA, Lioudmila",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,hammer throw,"ABDUVALIEV, Andrey",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,decathlon,"ZMELIK, Robert",Men,Czechoslovakia,Ouro,CZE,Czechoslovakia,Czechoslovakia
Barcelona,1992,Atletismo,Atletismo,200m Rasos,"BATES, Michael D.",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"ASHFORD, Evelyn",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"MILES, Jearl",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,javelin throw,"BACKLEY, Steve",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,110m hurdles,"PIERCE, Jack",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,triple jump,"RUTHERFORD, Frank",Men,Bahamas,Bronze,BHS,Bahamas,Bahamas
Barcelona,1992,Atletismo,Atletismo,long jump,"JOYNER-KERSEE, Jackie",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,high jump,"SOTOMAYOR, Javier",Men,Cuba,Ouro,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"KAYODE, Oluyemi",Men,Nigeria,Prata,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,decathlon,"JOHNSON, David Allan",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,discus throw,"COSTIAN, Daniela",Women,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Atletismo,Atletismo,high jump,"FORSYTH, Timothy",Men,Australia,Bronze,AUS,Australia,Australia
Barcelona,1992,Atletismo,Atletismo,3000m,"ROMANOVA, Elena",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"AGUILERA RUIZ, Jorge Luis",Men,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,discus throw,"SCHULT, Jürgen",Men,Germany,Prata,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,10000m,"MEYER, Elana",Women,South Africa,Prata,ZAF,South Africa,South Africa
Barcelona,1992,Atletismo,Atletismo,shot put,"KRIVELYOVA, Svetlana",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"NURUTDINOVA, Lilia",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"SMITH, Phylis",Women,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,400m hurdles,"YOUNG, Kevin Curtis",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"KAISER, Natasha",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,marathon,"MOLLER, Lorraine Mary",Women,New Zealand,Bronze,NZL,New Zealand,New Zealand
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"LEWIS, Steve",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"CHMONINA, Marina",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"MITCHELL, Dennis",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,400m Rasos,"PEREC, Marie-Jose",Women,France,Ouro,FRA,France,France
Barcelona,1992,Atletismo,Atletismo,javelin throw,"SHIKOLENKO, Natalia",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"SIMON, Andres",Men,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,1500m,"ROGACHEVA, Liudmila",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"YOUNG, Dannette",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,50km walk,"WEIGEL, Ronald",Men,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,800m Rasos,"QUIROT, Ana Fidelia",Women,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,200m Rasos,"FREDERICKS, Frank",Men,Namibia,Prata,NAM,Namibia,Namibia
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"MARSH, Michael",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,200m Rasos,"OTTEY-PAGE, Merlene",Women,Jamaica,Bronze,JAM,Jamaica,Jamaica
Barcelona,1992,Atletismo,Atletismo,400m hurdles,"GUNNELL, Sally Janet Jane",Women,United Kingdom,Ouro,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"IDEHEN, Faith",Women,Nigeria,Bronze,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,shot put,"LYKHO, Viatcheslav",Men,Unified team,Bronze,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,200m Rasos,"CUTHBERT, Juliet",Women,Jamaica,Prata,JAM,Jamaica,Jamaica
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"LAMELA, Joel",Men,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"RICHARDSON, Mark Ashton",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,decathlon,"PENALVER ASENSIO, Antonio",Men,Spain,Prata,ESP,Spain,Spain
Barcelona,1992,Atletismo,Atletismo,200m Rasos,"TORRENCE, Gwen",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,long jump,"KRAVETS, Inessa",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,3000m,"DOROVSKIH, Tatiana",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"IMOH, Chidi",Men,Nigeria,Prata,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,heptathlon,"BRAUN, Sabine",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,discus throw,"MOYA, Roberto S.",Men,Cuba,Bronze,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"BRYZGINA, Olga",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"HERNANDEZ PRENDES, Roberto",Men,Cuba,Prata,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,50km walk,"MERCENARIO CARBAJAL, Carlos",Men,Mexico,Prata,MEX,Mexico,Mexico
Barcelona,1992,Atletismo,Atletismo,5000m,"BAYISA, Fita",Men,Ethiopia,Bronze,ETH,Ethiopia,Ethiopia
Barcelona,1992,Atletismo,Atletismo,triple jump,"SIMPKINS, Charles",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,long jump,"DRECHSLER, Heike",Women,Germany,Ouro,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"OPARA-THOMPSON, Christy Thompson",Women,Nigeria,Bronze,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,long jump,"POWELL, Michael Anthony",Men,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,3000m,"CHALMERS, Angela Frances",Women,Canada,Bronze,CAN,Canada,Canada
Barcelona,1992,Atletismo,Atletismo,javelin throw,"RENK, Silke",Women,Germany,Ouro,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"ADENIKEN, Olapade",Men,Nigeria,Prata,NGA,Nigeria,Nigeria
Barcelona,1992,Atletismo,Atletismo,10000m,"JENNINGS, Lynn A.",Women,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,800m Rasos,"GRAY, Johnny Lee Jr",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,hammer throw,"ASTAPKOVICH, Igor",Men,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,discus throw,"MARTEN, Maritza",Women,Cuba,Ouro,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,high jump,"CONWAY, Hollis",Men,United States,Bronze,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,100m hurdles,"MARTIN, La Vona Ann",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"STEVENS, Rochelle",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"HALL, Darnell",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"STOUTE, Jennifer",Women,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"LADEJO, Duaine",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"TORRENCE, Gwen",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,1500m,"CACHO RUIZ, Fermin",Men,Spain,Ouro,ESP,Spain,Spain
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"REGIS, John Paul Lyndon",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,shot put,"STULCE, Michael D.",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,100m Rasos,"DEVERS, Gail",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,1500m,"SULAIMAN, Mohamed Ahmed",Men,Qatar,Bronze,QAT,Qatar,Qatar
Barcelona,1992,Atletismo,Atletismo,400m Rasos,"BRYZGINA, Olga",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"HERRERA ORTIZ, Hector",Men,Cuba,Prata,CUB,Cuba,Cuba
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"FINN, Michelle",Women,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,heptathlon,"BELOVA, Irina",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,pole vault,"GARCIA CHICO, Javier",Men,Spain,Bronze,ESP,Spain,Spain
Barcelona,1992,Atletismo,Atletismo,100m Rasos,"CHRISTIE, Linford",Men,United Kingdom,Ouro,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,javelin throw,"ZELEZNY, Jan",Men,Czechoslovakia,Ouro,CZE,Czechoslovakia,Czechoslovakia
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"GRINDLEY, David Allan",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,high jump,"SJÖBERG, Patrick",Men,Sweden,Prata,SWE,Sweden,Sweden
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"BLACK, Roger",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"LEWIS, Carl",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"AKABUSI, Kriss Kezie Uche",Men,United Kingdom,Bronze,GBR,United Kingdom,United Kingdom
Barcelona,1992,Atletismo,Atletismo,marathon,"HWANG, Young-Cho",Men,"Korea, Republic of",Ouro,KOR,"Korea, Republic of","Korea, South"
Barcelona,1992,Atletismo,Atletismo,800m Rasos,"VAN LANGEN, Ellen",Women,Netherlands,Ouro,NLD,Netherlands,Netherlands
Barcelona,1992,Atletismo,Atletismo,long jump,"LEWIS, Carl",Men,United States,Ouro,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,marathon,"YEGOROVA, Valentina",Women,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,100m Rasos,"CUTHBERT, Juliet",Women,Jamaica,Prata,JAM,Jamaica,Jamaica
Barcelona,1992,Atletismo,Atletismo,4x400m relay,"TORRENCE, Gwen",Women,United States,Prata,USA,United States,United States
Barcelona,1992,Atletismo,Atletismo,50km walk,"PERLOV, Andrey",Men,Unified team,Ouro,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,javelin throw,"FORKEL, Karen",Women,Germany,Bronze,DEU,Germany,Germany
Barcelona,1992,Atletismo,Atletismo,100m hurdles,"DONKOVA, Yordanka",Women,Bulgaria,Bronze,BGR,Bulgaria,Bulgaria
Barcelona,1992,Atletismo,Atletismo,4x100m relay,"TRANDENKOVA, Marina",Women,Unified team,Prata,RUS,Unified team,Unified team
Barcelona,1992,Atletismo,Atletismo,shot put,"DOEHRING, James",Men,United States,Prata,USA,United States,United States
